,Toll,Vehicle,Type,trxtime
0,D,X13039,Tempo,2022-08-20 04:06:00
1,C,X13039,Tempo,2022-08-20 05:15:00
2,B,X13039,Tempo,2022-08-20 05:23:00
3,A,X13039,Tempo,2022-08-20 09:25:00
0,A,X13040,Car,2022-08-20 22:49:00
1,B,X13040,Car,2022-08-21 01:32:00
2,C,X13040,Car,2022-08-21 01:51:00
3,D,X13040,Car,2022-08-21 02:20:00
0,D,X13041,Car,2022-08-20 21:29:00
1,C,X13041,Car,2022-08-20 22:57:00
2,B,X13041,Car,2022-08-20 23:15:00
3,A,X13041,Car,2022-08-21 02:53:00
0,A,X13042,Tempo,2022-08-20 09:01:00
1,B,X13042,Tempo,2022-08-20 10:57:00
2,C,X13042,Tempo,2022-08-20 11:16:00
3,D,X13042,Tempo,2022-08-20 12:14:00
0,D,X13043,Car,2022-08-20 18:23:00
1,C,X13043,Car,2022-08-20 18:44:00
2,B,X13043,Car,2022-08-20 19:05:00
3,A,X13043,Car,2022-08-20 23:00:00
0,A,X13044,Car,2022-08-20 06:38:00
1,B,X13044,Car,2022-08-20 08:23:00
2,C,X13044,Car,2022-08-20 08:46:00
3,D,X13044,Car,2022-08-20 09:51:00
0,D,X13045,Truck,2022-08-20 03:40:00
1,C,X13045,Truck,2022-08-20 06:24:00
2,B,X13045,Truck,2022-08-20 06:47:00
3,A,X13045,Truck,2022-08-20 09:58:00
0,A,X13046,Truck,2022-08-20 00:30:00
1,B,X13046,Truck,2022-08-20 02:00:00
2,C,X13046,Truck,2022-08-20 02:16:00
3,D,X13046,Truck,2022-08-20 03:45:00
0,D,X13047,Truck,2022-08-20 11:36:00
1,C,X13047,Truck,2022-08-20 14:32:00
2,B,X13047,Truck,2022-08-20 14:49:00
3,A,X13047,Truck,2022-08-20 17:42:00
0,A,X13048,Car,2022-08-20 12:40:00
1,B,X13048,Car,2022-08-20 14:37:00
2,C,X13048,Car,2022-08-20 14:53:00
3,D,X13048,Car,2022-08-20 15:56:00
0,D,X13049,Car,2022-08-20 09:56:00
1,C,X13049,Car,2022-08-20 10:46:00
2,B,X13049,Car,2022-08-20 11:10:00
3,A,X13049,Car,2022-08-20 14:43:00
0,A,X13050,Tempo,2022-08-20 08:55:00
1,B,X13050,Tempo,2022-08-20 11:18:00
2,C,X13050,Tempo,2022-08-20 11:38:00
3,D,X13050,Tempo,2022-08-20 12:27:00
0,D,X13051,Truck,2022-08-20 07:59:00
1,C,X13051,Truck,2022-08-20 10:13:00
2,B,X13051,Truck,2022-08-20 10:37:00
3,A,X13051,Truck,2022-08-20 14:26:00
0,A,X13052,Tempo,2022-08-20 12:10:00
1,B,X13052,Tempo,2022-08-20 13:54:00
2,C,X13052,Tempo,2022-08-20 14:08:00
3,D,X13052,Tempo,2022-08-20 15:10:00
0,D,X13053,Car,2022-08-20 19:00:00
1,C,X13053,Car,2022-08-20 20:23:00
2,B,X13053,Car,2022-08-20 20:42:00
3,A,X13053,Car,2022-08-21 00:59:00
0,A,X13054,Tempo,2022-08-20 10:47:00
1,B,X13054,Tempo,2022-08-20 12:50:00
2,C,X13054,Tempo,2022-08-20 13:13:00
3,D,X13054,Tempo,2022-08-20 14:20:00
0,D,X13055,Truck,2022-08-20 06:06:00
1,C,X13055,Truck,2022-08-20 08:59:00
2,B,X13055,Truck,2022-08-20 09:15:00
3,A,X13055,Truck,2022-08-20 12:27:00
0,A,X13056,Tempo,2022-08-20 06:00:00
1,B,X13056,Tempo,2022-08-20 08:03:00
2,C,X13056,Tempo,2022-08-20 08:30:00
3,D,X13056,Tempo,2022-08-20 09:33:00
0,D,X13057,Truck,2022-08-20 09:59:00
1,C,X13057,Truck,2022-08-20 12:46:00
2,B,X13057,Truck,2022-08-20 13:04:00
3,A,X13057,Truck,2022-08-20 15:57:00
0,A,X13058,Car,2022-08-20 21:36:00
1,B,X13058,Car,2022-08-21 00:01:00
2,C,X13058,Car,2022-08-21 00:26:00
3,D,X13058,Car,2022-08-21 01:37:00
0,D,X13059,Car,2022-08-20 17:29:00
1,C,X13059,Car,2022-08-20 18:25:00
2,B,X13059,Car,2022-08-20 18:44:00
3,A,X13059,Car,2022-08-20 21:44:00
0,A,X13060,Truck,2022-08-20 08:37:00
1,B,X13060,Truck,2022-08-20 10:27:00
2,C,X13060,Truck,2022-08-20 10:39:00
3,D,X13060,Truck,2022-08-20 11:41:00
0,D,X13061,Truck,2022-08-20 05:18:00
1,C,X13061,Truck,2022-08-20 07:51:00
2,B,X13061,Truck,2022-08-20 08:18:00
3,A,X13061,Truck,2022-08-20 12:15:00
0,B,X13062,Tempo,2022-08-20 09:57:00
1,C,X13062,Tempo,2022-08-20 10:20:00
2,D,X13062,Tempo,2022-08-20 11:45:00
0,D,X13063,Truck,2022-08-20 00:42:00
1,C,X13063,Truck,2022-08-20 03:22:00
2,B,X13063,Truck,2022-08-20 03:46:00
3,A,X13063,Truck,2022-08-20 06:51:00
0,A,X13064,Car,2022-08-20 16:36:00
1,B,X13064,Car,2022-08-20 19:10:00
2,C,X13064,Car,2022-08-20 19:42:00
3,D,X13064,Car,2022-08-20 20:44:00
0,D,X13065,Tempo,2022-08-20 20:23:00
1,C,X13065,Tempo,2022-08-20 21:32:00
2,B,X13065,Tempo,2022-08-20 21:48:00
3,A,X13065,Tempo,2022-08-21 01:16:00
0,A,X13066,Truck,2022-08-20 18:40:00
1,B,X13066,Truck,2022-08-20 20:30:00
2,C,X13066,Truck,2022-08-20 20:51:00
3,D,X13066,Truck,2022-08-20 21:57:00
0,D,X13067,Tempo,2022-08-20 23:43:00
1,C,X13067,Tempo,2022-08-21 00:47:00
2,B,X13067,Tempo,2022-08-21 01:03:00
3,A,X13067,Tempo,2022-08-21 04:34:00
0,A,X13068,Truck,2022-08-20 23:20:00
1,B,X13068,Truck,2022-08-21 01:34:00
2,C,X13068,Truck,2022-08-21 01:49:00
3,D,X13068,Truck,2022-08-21 02:45:00
0,D,X13069,Tempo,2022-08-20 16:32:00
1,C,X13069,Tempo,2022-08-20 17:53:00
2,B,X13069,Tempo,2022-08-20 18:10:00
3,A,X13069,Tempo,2022-08-20 21:14:00
0,A,X13070,Tempo,2022-08-20 14:53:00
1,B,X13070,Tempo,2022-08-20 16:36:00
2,C,X13070,Tempo,2022-08-20 16:55:00
3,D,X13070,Tempo,2022-08-20 17:49:00
0,D,X13071,Tempo,2022-08-20 05:03:00
1,C,X13071,Tempo,2022-08-20 06:13:00
2,B,X13071,Tempo,2022-08-20 06:35:00
3,A,X13071,Tempo,2022-08-20 09:49:00
0,A,X13072,Truck,2022-08-20 09:48:00
1,B,X13072,Truck,2022-08-20 11:42:00
2,C,X13072,Truck,2022-08-20 11:57:00
3,D,X13072,Truck,2022-08-20 12:57:00
0,D,X13073,Car,2022-08-20 01:04:00
1,C,X13073,Car,2022-08-20 02:08:00
2,B,X13073,Car,2022-08-20 02:28:00
3,A,X13073,Car,2022-08-20 05:44:00
0,A,X13074,Truck,2022-08-20 15:15:00
1,B,X13074,Truck,2022-08-20 16:30:00
2,C,X13074,Truck,2022-08-20 16:51:00
3,D,X13074,Truck,2022-08-20 17:51:00
0,D,X13075,Truck,2022-08-20 00:43:00
1,C,X13075,Truck,2022-08-20 02:46:00
2,B,X13075,Truck,2022-08-20 03:09:00
3,A,X13075,Truck,2022-08-20 06:25:00
0,A,X13076,Truck,2022-08-20 01:42:00
1,B,X13076,Truck,2022-08-20 03:25:00
2,C,X13076,Truck,2022-08-20 03:49:00
3,D,X13076,Truck,2022-08-20 04:47:00
0,D,X13077,Truck,2022-08-20 02:12:00
1,C,X13077,Truck,2022-08-20 04:35:00
2,B,X13077,Truck,2022-08-20 04:51:00
3,A,X13077,Truck,2022-08-20 08:12:00
0,A,X13078,Truck,2022-08-20 03:18:00
1,B,X13078,Truck,2022-08-20 05:31:00
2,C,X13078,Truck,2022-08-20 05:47:00
3,D,X13078,Truck,2022-08-20 06:55:00
0,D,X13079,Truck,2022-08-20 12:21:00
1,C,X13079,Truck,2022-08-20 14:37:00
2,B,X13079,Truck,2022-08-20 14:58:00
3,A,X13079,Truck,2022-08-20 18:13:00
0,A,X13080,Tempo,2022-08-20 22:40:00
1,B,X13080,Tempo,2022-08-21 00:54:00
2,C,X13080,Tempo,2022-08-21 01:21:00
3,D,X13080,Tempo,2022-08-21 02:31:00
0,D,X13081,Truck,2022-08-20 19:07:00
1,C,X13081,Truck,2022-08-20 22:08:00
2,B,X13081,Truck,2022-08-20 22:23:00
3,A,X13081,Truck,2022-08-21 02:15:00
0,A,X13082,Tempo,2022-08-20 02:01:00
1,B,X13082,Tempo,2022-08-20 03:59:00
2,C,X13082,Tempo,2022-08-20 04:25:00
3,D,X13082,Tempo,2022-08-20 05:51:00
0,D,X13083,Car,2022-08-20 19:28:00
1,C,X13083,Car,2022-08-20 20:32:00
2,B,X13083,Car,2022-08-20 20:50:00
3,A,X13083,Car,2022-08-20 23:57:00
0,A,X13084,Tempo,2022-08-20 18:37:00
1,B,X13084,Tempo,2022-08-20 20:37:00
2,C,X13084,Tempo,2022-08-20 20:58:00
3,D,X13084,Tempo,2022-08-20 21:41:00
0,D,X13085,Truck,2022-08-20 21:54:00
1,C,X13085,Truck,2022-08-21 00:07:00
2,B,X13085,Truck,2022-08-21 00:26:00
3,A,X13085,Truck,2022-08-21 03:49:00
0,A,X13086,Truck,2022-08-20 19:46:00
1,B,X13086,Truck,2022-08-20 21:45:00
2,C,X13086,Truck,2022-08-20 22:08:00
3,D,X13086,Truck,2022-08-20 23:21:00
0,D,X13087,Tempo,2022-08-20 02:53:00
1,C,X13087,Tempo,2022-08-20 04:07:00
2,B,X13087,Tempo,2022-08-20 04:28:00
3,A,X13087,Tempo,2022-08-20 07:46:00
0,A,X13088,Tempo,2022-08-20 08:27:00
1,B,X13088,Tempo,2022-08-20 09:46:00
2,C,X13088,Tempo,2022-08-20 10:01:00
3,D,X13088,Tempo,2022-08-20 11:00:00
0,D,X13089,Car,2022-08-20 15:51:00
1,C,X13089,Car,2022-08-20 16:45:00
2,B,X13089,Car,2022-08-20 16:59:00
3,A,X13089,Car,2022-08-20 20:59:00
0,A,X13090,Car,2022-08-20 04:53:00
1,B,X13090,Car,2022-08-20 07:13:00
2,C,X13090,Car,2022-08-20 07:28:00
3,D,X13090,Car,2022-08-20 08:16:00
0,D,X13091,Car,2022-08-20 10:09:00
1,C,X13091,Car,2022-08-20 10:56:00
2,B,X13091,Car,2022-08-20 11:13:00
3,A,X13091,Car,2022-08-20 15:03:00
0,A,X13092,Car,2022-08-20 18:14:00
1,B,X13092,Car,2022-08-20 19:35:00
2,C,X13092,Car,2022-08-20 19:41:00
3,D,X13092,Car,2022-08-20 20:42:00
0,D,X13093,Truck,2022-08-20 07:31:00
1,C,X13093,Truck,2022-08-20 10:34:00
2,B,X13093,Truck,2022-08-20 10:51:00
3,A,X13093,Truck,2022-08-20 14:13:00
0,A,X13094,Tempo,2022-08-20 06:16:00
1,B,X13094,Tempo,2022-08-20 08:04:00
2,C,X13094,Tempo,2022-08-20 08:27:00
3,D,X13094,Tempo,2022-08-20 09:33:00
0,D,X13095,Tempo,2022-08-20 07:34:00
1,C,X13095,Tempo,2022-08-20 08:16:00
2,B,X13095,Tempo,2022-08-20 08:38:00
3,A,X13095,Tempo,2022-08-20 11:30:00
0,A,X13096,Car,2022-08-20 10:20:00
1,B,X13096,Car,2022-08-20 12:17:00
2,C,X13096,Car,2022-08-20 12:29:00
3,D,X13096,Car,2022-08-20 13:09:00
0,D,X13097,Car,2022-08-20 05:49:00
1,C,X13097,Car,2022-08-20 06:22:00
2,B,X13097,Car,2022-08-20 06:44:00
3,A,X13097,Car,2022-08-20 10:22:00
0,A,X13098,Tempo,2022-08-20 21:38:00
1,B,X13098,Tempo,2022-08-20 23:45:00
2,C,X13098,Tempo,2022-08-21 00:10:00
3,D,X13098,Tempo,2022-08-21 00:51:00
0,D,X13099,Car,2022-08-20 07:51:00
1,C,X13099,Car,2022-08-20 08:52:00
2,B,X13099,Car,2022-08-20 09:16:00
3,A,X13099,Car,2022-08-20 12:36:00
0,A,X13100,Car,2022-08-20 02:08:00
1,B,X13100,Car,2022-08-20 04:26:00
2,C,X13100,Car,2022-08-20 04:46:00
3,D,X13100,Car,2022-08-20 05:35:00
0,D,X13101,Car,2022-08-20 23:33:00
1,C,X13101,Car,2022-08-21 00:11:00
2,B,X13101,Car,2022-08-21 00:29:00
3,A,X13101,Car,2022-08-21 03:27:00
0,A,X13102,Truck,2022-08-20 02:38:00
1,B,X13102,Truck,2022-08-20 05:05:00
2,C,X13102,Truck,2022-08-20 05:31:00
3,D,X13102,Truck,2022-08-20 06:13:00
0,D,X13103,Truck,2022-08-20 18:59:00
1,C,X13103,Truck,2022-08-20 20:46:00
2,B,X13103,Truck,2022-08-20 21:13:00
3,A,X13103,Truck,2022-08-21 00:21:00
0,A,X13104,Car,2022-08-20 00:31:00
1,B,X13104,Car,2022-08-20 02:59:00
2,C,X13104,Car,2022-08-20 03:13:00
3,D,X13104,Car,2022-08-20 03:24:00
0,D,X13105,Car,2022-08-20 21:24:00
1,C,X13105,Car,2022-08-20 22:12:00
2,B,X13105,Car,2022-08-20 22:31:00
3,A,X13105,Car,2022-08-21 01:44:00
0,A,X13106,Tempo,2022-08-20 02:01:00
1,B,X13106,Tempo,2022-08-20 03:39:00
2,C,X13106,Tempo,2022-08-20 03:54:00
3,D,X13106,Tempo,2022-08-20 04:32:00
0,D,X13107,Car,2022-08-20 09:38:00
1,C,X13107,Car,2022-08-20 10:21:00
2,B,X13107,Car,2022-08-20 10:43:00
3,A,X13107,Car,2022-08-20 13:57:00
0,A,X13108,Tempo,2022-08-20 20:23:00
1,B,X13108,Tempo,2022-08-20 22:08:00
2,C,X13108,Tempo,2022-08-20 22:36:00
3,D,X13108,Tempo,2022-08-20 23:40:00
0,D,X13109,Tempo,2022-08-20 07:23:00
1,C,X13109,Tempo,2022-08-20 07:57:00
2,B,X13109,Tempo,2022-08-20 08:17:00
3,A,X13109,Tempo,2022-08-20 11:36:00
0,A,X13110,Tempo,2022-08-20 01:40:00
1,B,X13110,Tempo,2022-08-20 04:19:00
2,C,X13110,Tempo,2022-08-20 04:37:00
3,D,X13110,Tempo,2022-08-20 05:20:00
0,D,X13111,Truck,2022-08-20 18:31:00
1,C,X13111,Truck,2022-08-20 20:58:00
2,B,X13111,Truck,2022-08-20 21:21:00
3,A,X13111,Truck,2022-08-21 00:36:00
0,A,X13112,Car,2022-08-20 19:13:00
1,B,X13112,Car,2022-08-20 20:41:00
2,C,X13112,Car,2022-08-20 20:59:00
3,D,X13112,Car,2022-08-20 21:47:00
0,D,X13113,Tempo,2022-08-20 19:47:00
1,C,X13113,Tempo,2022-08-20 20:53:00
2,B,X13113,Tempo,2022-08-20 21:13:00
3,A,X13113,Tempo,2022-08-21 00:19:00
0,A,X13114,Car,2022-08-20 01:06:00
1,B,X13114,Car,2022-08-20 03:39:00
2,C,X13114,Car,2022-08-20 03:55:00
3,D,X13114,Car,2022-08-20 04:45:00
0,D,X13115,Tempo,2022-08-20 04:00:00
1,C,X13115,Tempo,2022-08-20 04:42:00
2,B,X13115,Tempo,2022-08-20 05:01:00
3,A,X13115,Tempo,2022-08-20 07:57:00
0,A,X13116,Tempo,2022-08-20 14:38:00
1,B,X13116,Tempo,2022-08-20 16:39:00
2,C,X13116,Tempo,2022-08-20 17:06:00
3,D,X13116,Tempo,2022-08-20 17:59:00
0,D,X13117,Car,2022-08-20 16:13:00
1,C,X13117,Car,2022-08-20 17:10:00
2,B,X13117,Car,2022-08-20 17:26:00
3,A,X13117,Car,2022-08-20 21:06:00
0,A,X13118,Truck,2022-08-20 16:25:00
1,B,X13118,Truck,2022-08-20 18:09:00
2,C,X13118,Truck,2022-08-20 18:24:00
3,D,X13118,Truck,2022-08-20 19:13:00
0,D,X13119,Truck,2022-08-20 00:11:00
1,C,X13119,Truck,2022-08-20 02:51:00
2,B,X13119,Truck,2022-08-20 03:14:00
3,A,X13119,Truck,2022-08-20 06:17:00
0,A,X13120,Car,2022-08-20 00:15:00
1,B,X13120,Car,2022-08-20 02:52:00
2,C,X13120,Car,2022-08-20 03:10:00
3,D,X13120,Car,2022-08-20 04:09:00
0,D,X13121,Tempo,2022-08-20 14:48:00
1,C,X13121,Tempo,2022-08-20 15:46:00
2,B,X13121,Tempo,2022-08-20 16:04:00
3,A,X13121,Tempo,2022-08-20 19:25:00
0,A,X13122,Tempo,2022-08-20 08:22:00
1,B,X13122,Tempo,2022-08-20 10:47:00
2,C,X13122,Tempo,2022-08-20 11:05:00
3,D,X13122,Tempo,2022-08-20 11:52:00
0,D,X13123,Tempo,2022-08-20 13:58:00
1,C,X13123,Tempo,2022-08-20 14:52:00
2,B,X13123,Tempo,2022-08-20 15:13:00
3,A,X13123,Tempo,2022-08-20 18:34:00
0,A,X13124,Tempo,2022-08-20 23:09:00
1,B,X13124,Tempo,2022-08-21 00:42:00
2,C,X13124,Tempo,2022-08-21 00:55:00
3,D,X13124,Tempo,2022-08-21 01:24:00
0,D,X13125,Tempo,2022-08-20 11:19:00
1,C,X13125,Tempo,2022-08-20 12:15:00
2,B,X13125,Tempo,2022-08-20 12:41:00
3,A,X13125,Tempo,2022-08-20 16:47:00
0,A,X13126,Car,2022-08-20 14:57:00
1,B,X13126,Car,2022-08-20 17:29:00
2,C,X13126,Car,2022-08-20 17:45:00
3,D,X13126,Car,2022-08-20 18:26:00
0,D,X13127,Car,2022-08-20 22:38:00
1,C,X13127,Car,2022-08-20 23:26:00
2,B,X13127,Car,2022-08-20 23:45:00
3,A,X13127,Car,2022-08-21 03:31:00
0,A,X13128,Tempo,2022-08-20 12:05:00
1,B,X13128,Tempo,2022-08-20 14:20:00
2,C,X13128,Tempo,2022-08-20 14:28:00
3,D,X13128,Tempo,2022-08-20 15:28:00
0,D,X13129,Truck,2022-08-20 20:50:00
1,C,X13129,Truck,2022-08-20 23:13:00
2,B,X13129,Truck,2022-08-20 23:37:00
3,A,X13129,Truck,2022-08-21 03:38:00
0,B,X13130,Truck,2022-08-21 01:23:00
1,C,X13130,Truck,2022-08-21 01:44:00
2,D,X13130,Truck,2022-08-21 02:38:00
0,D,X13131,Tempo,2022-08-20 05:40:00
1,C,X13131,Tempo,2022-08-20 06:46:00
2,B,X13131,Tempo,2022-08-20 07:08:00
3,A,X13131,Tempo,2022-08-20 10:15:00
0,A,X13132,Car,2022-08-20 19:58:00
1,B,X13132,Car,2022-08-20 22:14:00
2,C,X13132,Car,2022-08-20 22:27:00
3,D,X13132,Car,2022-08-20 23:12:00
0,D,X13133,Tempo,2022-08-20 10:24:00
1,C,X13133,Tempo,2022-08-20 11:42:00
2,B,X13133,Tempo,2022-08-20 12:06:00
3,A,X13133,Tempo,2022-08-20 15:14:00
0,A,X13134,Truck,2022-08-20 08:35:00
1,B,X13134,Truck,2022-08-20 10:35:00
2,C,X13134,Truck,2022-08-20 10:57:00
3,D,X13134,Truck,2022-08-20 11:59:00
0,D,X13135,Tempo,2022-08-20 07:23:00
1,C,X13135,Tempo,2022-08-20 08:23:00
2,B,X13135,Tempo,2022-08-20 08:54:00
3,A,X13135,Tempo,2022-08-20 12:02:00
0,A,X13136,Truck,2022-08-20 17:50:00
1,B,X13136,Truck,2022-08-20 20:16:00
2,C,X13136,Truck,2022-08-20 20:38:00
3,D,X13136,Truck,2022-08-20 21:41:00
0,D,X13137,Truck,2022-08-20 02:23:00
1,C,X13137,Truck,2022-08-20 04:53:00
2,B,X13137,Truck,2022-08-20 05:18:00
3,A,X13137,Truck,2022-08-20 09:01:00
0,A,X13138,Tempo,2022-08-20 16:02:00
1,B,X13138,Tempo,2022-08-20 17:36:00
2,C,X13138,Tempo,2022-08-20 17:51:00
3,D,X13138,Tempo,2022-08-20 19:09:00
0,D,X13139,Truck,2022-08-20 03:57:00
1,C,X13139,Truck,2022-08-20 05:59:00
2,B,X13139,Truck,2022-08-20 06:20:00
3,A,X13139,Truck,2022-08-20 09:53:00
0,A,X13140,Tempo,2022-08-20 09:18:00
1,B,X13140,Tempo,2022-08-20 11:28:00
2,C,X13140,Tempo,2022-08-20 11:41:00
3,D,X13140,Tempo,2022-08-20 12:51:00
0,D,X13141,Car,2022-08-20 23:43:00
1,C,X13141,Car,2022-08-21 00:32:00
2,B,X13141,Car,2022-08-21 00:58:00
3,A,X13141,Car,2022-08-21 03:41:00
0,A,X13142,Tempo,2022-08-20 15:24:00
1,B,X13142,Tempo,2022-08-20 18:03:00
2,C,X13142,Tempo,2022-08-20 18:22:00
3,D,X13142,Tempo,2022-08-20 19:49:00
0,D,X13143,Truck,2022-08-20 01:47:00
1,C,X13143,Truck,2022-08-20 04:04:00
2,B,X13143,Truck,2022-08-20 04:22:00
3,A,X13143,Truck,2022-08-20 07:33:00
0,A,X13144,Truck,2022-08-20 15:51:00
1,B,X13144,Truck,2022-08-20 17:10:00
2,C,X13144,Truck,2022-08-20 17:27:00
3,D,X13144,Truck,2022-08-20 18:09:00
0,D,X13145,Truck,2022-08-20 08:05:00
1,C,X13145,Truck,2022-08-20 10:50:00
2,B,X13145,Truck,2022-08-20 11:16:00
3,A,X13145,Truck,2022-08-20 14:36:00
0,A,X13146,Car,2022-08-20 21:32:00
1,B,X13146,Car,2022-08-20 23:21:00
2,C,X13146,Car,2022-08-20 23:44:00
3,D,X13146,Car,2022-08-21 00:57:00
0,D,X13147,Truck,2022-08-20 08:44:00
1,C,X13147,Truck,2022-08-20 11:00:00
2,B,X13147,Truck,2022-08-20 11:21:00
3,A,X13147,Truck,2022-08-20 14:51:00
0,A,X13148,Car,2022-08-20 18:41:00
1,B,X13148,Car,2022-08-20 20:45:00
2,C,X13148,Car,2022-08-20 21:07:00
3,D,X13148,Car,2022-08-20 22:14:00
0,D,X13149,Truck,2022-08-20 04:08:00
1,C,X13149,Truck,2022-08-20 06:48:00
2,B,X13149,Truck,2022-08-20 07:09:00
3,A,X13149,Truck,2022-08-20 10:44:00
0,A,X13150,Truck,2022-08-20 12:42:00
1,B,X13150,Truck,2022-08-20 15:20:00
2,C,X13150,Truck,2022-08-20 15:36:00
3,D,X13150,Truck,2022-08-20 16:32:00
0,D,X13151,Car,2022-08-20 06:56:00
1,C,X13151,Car,2022-08-20 08:18:00
2,B,X13151,Car,2022-08-20 08:37:00
3,A,X13151,Car,2022-08-20 11:29:00
0,A,X13152,Car,2022-08-20 17:28:00
1,B,X13152,Car,2022-08-20 19:29:00
2,C,X13152,Car,2022-08-20 19:49:00
3,D,X13152,Car,2022-08-20 20:43:00
0,D,X13153,Truck,2022-08-20 11:51:00
1,C,X13153,Truck,2022-08-20 14:28:00
2,B,X13153,Truck,2022-08-20 14:51:00
3,A,X13153,Truck,2022-08-20 18:09:00
0,A,X13154,Car,2022-08-20 21:24:00
1,B,X13154,Car,2022-08-20 23:52:00
2,C,X13154,Car,2022-08-21 00:16:00
3,D,X13154,Car,2022-08-21 01:18:00
0,D,X13155,Truck,2022-08-20 05:18:00
1,C,X13155,Truck,2022-08-20 08:07:00
2,B,X13155,Truck,2022-08-20 08:20:00
3,A,X13155,Truck,2022-08-20 11:44:00
0,A,X13156,Tempo,2022-08-20 00:31:00
1,B,X13156,Tempo,2022-08-20 03:08:00
2,C,X13156,Tempo,2022-08-20 03:35:00
3,D,X13156,Tempo,2022-08-20 04:46:00
0,D,X13157,Car,2022-08-20 08:30:00
1,C,X13157,Car,2022-08-20 09:47:00
2,B,X13157,Car,2022-08-20 10:12:00
3,A,X13157,Car,2022-08-20 13:31:00
0,B,X13158,Truck,2022-08-20 18:33:00
1,C,X13158,Truck,2022-08-20 18:55:00
2,D,X13158,Truck,2022-08-20 19:45:00
0,D,X13159,Tempo,2022-08-20 15:43:00
1,C,X13159,Tempo,2022-08-20 16:24:00
2,B,X13159,Tempo,2022-08-20 16:49:00
3,A,X13159,Tempo,2022-08-20 19:44:00
0,A,X13160,Tempo,2022-08-20 17:01:00
1,B,X13160,Tempo,2022-08-20 19:28:00
2,C,X13160,Tempo,2022-08-20 19:50:00
3,D,X13160,Tempo,2022-08-20 20:34:00
0,D,X13161,Car,2022-08-20 22:30:00
1,C,X13161,Car,2022-08-20 23:13:00
2,B,X13161,Car,2022-08-20 23:35:00
3,A,X13161,Car,2022-08-21 02:56:00
0,A,X13162,Tempo,2022-08-20 00:25:00
1,B,X13162,Tempo,2022-08-20 03:11:00
2,C,X13162,Tempo,2022-08-20 03:47:00
3,D,X13162,Tempo,2022-08-20 04:38:00
0,D,X13163,Truck,2022-08-20 13:44:00
1,C,X13163,Truck,2022-08-20 15:46:00
2,B,X13163,Truck,2022-08-20 16:07:00
3,A,X13163,Truck,2022-08-20 19:05:00
0,B,X13164,Car,2022-08-20 09:58:00
1,C,X13164,Car,2022-08-20 10:24:00
2,D,X13164,Car,2022-08-20 11:16:00
0,D,X13165,Tempo,2022-08-20 07:44:00
1,C,X13165,Tempo,2022-08-20 08:36:00
2,B,X13165,Tempo,2022-08-20 08:56:00
3,A,X13165,Tempo,2022-08-20 12:38:00
0,A,X13166,Truck,2022-08-20 13:31:00
1,B,X13166,Truck,2022-08-20 15:52:00
2,C,X13166,Truck,2022-08-20 16:15:00
3,D,X13166,Truck,2022-08-20 17:06:00
0,D,X13167,Car,2022-08-20 09:05:00
1,C,X13167,Car,2022-08-20 09:30:00
2,B,X13167,Car,2022-08-20 09:45:00
3,A,X13167,Car,2022-08-20 12:31:00
0,A,X13168,Tempo,2022-08-20 04:02:00
1,B,X13168,Tempo,2022-08-20 06:05:00
2,C,X13168,Tempo,2022-08-20 06:11:00
3,D,X13168,Tempo,2022-08-20 07:25:00
0,D,X13169,Truck,2022-08-20 04:45:00
1,C,X13169,Truck,2022-08-20 07:05:00
2,B,X13169,Truck,2022-08-20 07:31:00
3,A,X13169,Truck,2022-08-20 11:11:00
0,A,X13170,Tempo,2022-08-20 08:54:00
1,B,X13170,Tempo,2022-08-20 11:12:00
2,C,X13170,Tempo,2022-08-20 11:31:00
3,D,X13170,Tempo,2022-08-20 12:25:00
0,D,X13171,Truck,2022-08-20 01:37:00
1,C,X13171,Truck,2022-08-20 03:52:00
2,B,X13171,Truck,2022-08-20 04:02:00
3,A,X13171,Truck,2022-08-20 07:15:00
0,A,X13172,Car,2022-08-20 23:51:00
1,B,X13172,Car,2022-08-21 02:21:00
2,C,X13172,Car,2022-08-21 02:43:00
3,D,X13172,Car,2022-08-21 03:52:00
0,D,X13173,Truck,2022-08-20 13:23:00
1,C,X13173,Truck,2022-08-20 16:04:00
2,B,X13173,Truck,2022-08-20 16:21:00
3,A,X13173,Truck,2022-08-20 19:51:00
0,A,X13174,Car,2022-08-20 18:55:00
1,B,X13174,Car,2022-08-20 20:57:00
2,C,X13174,Car,2022-08-20 21:10:00
3,D,X13174,Car,2022-08-20 22:14:00
0,D,X13175,Car,2022-08-20 08:46:00
1,C,X13175,Car,2022-08-20 09:35:00
2,B,X13175,Car,2022-08-20 09:51:00
3,A,X13175,Car,2022-08-20 13:22:00
0,A,X13176,Car,2022-08-20 17:24:00
1,B,X13176,Car,2022-08-20 19:42:00
2,C,X13176,Car,2022-08-20 20:04:00
3,D,X13176,Car,2022-08-20 20:55:00
0,D,X13177,Tempo,2022-08-20 08:42:00
1,C,X13177,Tempo,2022-08-20 09:36:00
2,B,X13177,Tempo,2022-08-20 09:50:00
3,A,X13177,Tempo,2022-08-20 12:55:00
0,A,X13178,Tempo,2022-08-20 15:21:00
1,B,X13178,Tempo,2022-08-20 16:59:00
2,C,X13178,Tempo,2022-08-20 17:18:00
3,D,X13178,Tempo,2022-08-20 18:10:00
0,D,X13179,Truck,2022-08-20 21:17:00
1,C,X13179,Truck,2022-08-20 23:46:00
